A_X [mg];A_Y [mg];A_Z [mg];Y
276;40;964;driving
275;37;971;driving
268;29;969;driving
259;37;954;driving
244;28;951;driving
258;20;953;driving
259;30;962;driving
252;30;977;driving
268;27;981;driving
249;19;989;driving
241;17;976;driving
247;15;969;driving
233;13;963;driving
226;3;959;driving
225;-14;958;driving
222;4;957;driving
213;24;952;driving
202;6;944;driving
205;-2;961;driving
200;7;954;driving
201;24;960;driving
203;0;972;driving
199;-16;976;driving
196;3;975;driving
202;4;951;driving
220;15;974;driving
200;-10;977;driving
183;-17;964;driving
194;-4;967;driving
193;-11;954;driving
199;-11;956;driving
211;-17;982;driving
206;-21;998;driving
203;-26;983;driving
209;-19;977;driving
212;-22;994;driving
207;-28;1001;driving
206;-8;1005;driving
205;-13;992;driving
206;-28;995;driving
213;-17;1019;driving
203;-18;983;driving
214;-29;988;driving
215;-24;983;driving
205;-28;974;driving
217;-34;978;driving
207;-27;937;driving
197;-31;953;driving
203;-33;950;driving
212;-17;948;driving
221;-15;971;driving
222;-24;977;driving
218;-18;987;driving
213;-17;990;driving
209;-24;984;driving
209;-20;965;driving
210;-18;948;driving
219;-15;953;driving
223;-16;969;driving
215;-20;972;driving
210;-20;968;driving
210;-12;966;driving
212;0;971;driving
210;-12;978;driving
209;-10;968;driving
205;-17;956;driving
214;-15;967;driving
218;-5;968;driving
212;-19;970;driving
216;-22;979;driving
209;-19;969;driving
207;-13;964;driving
207;-21;949;driving
211;-20;953;driving
204;-12;950;driving
205;-28;941;driving
223;-24;959;driving
178;-33;946;driving
156;-49;948;driving
218;-4;959;driving
199;-33;950;driving
179;-43;1008;driving
190;-23;1007;driving
178;-59;957;driving
212;-50;988;driving
187;-58;976;driving
159;-61;988;driving
200;-86;994;driving
204;-89;947;driving
174;-71;965;driving
165;-95;988;driving
174;-86;980;driving
179;-73;986;driving
162;-61;982;driving
156;-51;998;driving
156;-86;994;driving
162;-79;976;driving
148;-44;971;driving
144;-77;989;driving
178;-97;1001;driving
174;-70;962;driving
174;-55;994;driving
153;-65;1003;driving
149;-85;1003;driving
172;-84;999;driving
164;-71;978;driving
144;-68;1002;driving
128;-94;974;driving
150;-112;955;driving
155;-55;948;driving
146;-76;953;driving
148;-103;985;driving
156;-71;994;driving
150;-77;972;driving
133;-69;970;driving
135;-81;986;driving
113;-81;968;driving
122;-54;986;driving
135;-48;975;driving
115;-78;966;driving
116;-104;990;driving
105;-88;946;driving
100;-71;941;driving
102;-75;959;driving
76;-114;939;driving
89;-116;946;driving
109;-72;972;driving
104;-75;987;driving
129;-114;1013;driving
135;-125;1010;driving
126;-105;991;driving
130;-117;1019;driving
109;-160;1006;driving
140;-135;1020;driving
150;-125;1029;driving
115;-166;1039;driving
126;-176;1065;driving
125;-174;1016;driving
131;-138;1024;driving
103;-150;993;driving
87;-188;1002;driving
103;-178;1011;driving
81;-170;957;driving
88;-172;1002;driving
111;-132;1023;driving
77;-104;974;driving
58;-151;951;driving
94;-142;989;driving
68;-104;978;driving
52;-144;962;driving
65;-162;971;driving
50;-147;960;driving
91;-132;1002;driving
104;-116;1020;driving
98;-151;1025;driving
127;-130;1037;driving
130;-111;1000;driving
144;-139;984;driving
181;-116;993;driving
203;-107;1018;driving
228;-109;1044;driving
221;-118;994;driving
186;-118;984;driving
153;-136;996;driving
149;-152;983;driving
123;-151;1000;driving
63;-153;992;driving
70;-120;988;driving
74;-135;997;driving
54;-167;967;driving
66;-125;915;driving
103;-133;920;driving
146;-147;978;driving
148;-113;1029;driving
128;-134;1029;driving
151;-133;1005;driving
163;-126;1001;driving
141;-147;958;driving
141;-107;1009;driving
117;-116;1023;driving
93;-110;972;driving
98;-69;987;driving
88;-128;997;driving
84;-125;1081;driving
72;-122;1036;driving
100;-114;1031;driving
108;-109;1048;driving
91;-111;997;driving
104;-89;1022;driving
108;-122;996;driving
129;-116;1004;driving
110;-118;993;driving
101;-104;935;driving
107;-110;922;driving
103;-120;905;driving
111;-97;908;driving
88;-109;933;driving
92;-99;941;driving
106;-95;972;driving
58;-79;959;driving
31;-109;937;driving
44;-138;966;driving
52;-113;981;driving
60;-115;946;driving
82;-109;951;driving
107;-111;1019;driving
91;-143;992;driving
117;-143;970;driving
125;-135;993;driving
106;-120;984;driving
127;-130;980;driving
139;-142;1004;driving
139;-91;1031;driving
97;-110;1019;driving
76;-166;1031;driving
85;-168;1025;driving
71;-119;1014;driving
73;-100;1035;driving
76;-118;1039;driving
73;-116;1020;driving
105;-116;987;driving
112;-55;999;driving
97;-53;997;driving
106;-100;990;driving
128;-116;984;driving
132;-84;972;driving
120;-40;978;driving
122;-83;971;driving
114;-101;980;driving
99;-92;965;driving
83;-76;965;driving
60;-73;976;driving
51;-97;970;driving
43;-79;957;driving
39;-54;924;driving
56;-55;942;driving
71;-67;983;driving
80;-76;997;driving
78;-68;972;driving
92;-68;948;driving
113;-83;977;driving
114;-76;1001;driving
119;-75;989;driving
100;-92;976;driving
90;-88;986;driving
77;-102;999;driving
56;-97;986;driving
59;-84;969;driving
59;-92;991;driving
54;-84;1009;driving
61;-98;1009;driving
71;-100;1022;driving
75;-90;1005;driving
98;-76;1020;driving
102;-82;1032;driving
104;-100;1004;driving
126;-72;1004;driving
114;-65;992;driving
111;-83;996;driving
110;-75;1003;driving
90;-80;1005;driving
83;-77;1009;driving
63;-61;993;driving
55;-74;964;driving
84;-64;956;driving
90;-39;990;driving
76;-47;1009;driving
69;-60;991;driving
76;-58;993;driving
76;-46;993;driving
81;-67;981;driving
101;-83;991;driving
100;-55;987;driving
109;-58;988;driving
118;-54;1011;driving
121;-71;1015;driving
116;-86;1025;driving
99;-58;1028;driving
92;-74;1009;driving
91;-90;1009;driving
90;-73;1000;driving
80;-75;994;driving
73;-73;993;driving
90;-82;992;driving
105;-55;1004;driving
98;-20;993;driving
97;-65;996;driving
97;-79;1009;driving
96;-46;972;driving
109;-30;984;driving
108;-45;1012;driving
96;-77;1003;driving
90;-71;994;driving
85;-40;972;driving
88;-49;986;driving
92;-67;995;driving
87;-56;971;driving
80;-60;1012;driving
83;-69;1027;driving
90;-65;990;driving
93;-72;986;driving
115;-64;995;driving
131;-56;1007;driving
107;-83;984;driving
106;-82;966;driving
122;-63;954;driving
123;-65;970;driving
120;-84;1001;driving
124;-93;1003;driving
131;-56;1009;driving
113;-44;1006;driving
101;-83;1020;driving
104;-95;1035;driving
102;-65;1006;driving
89;-56;1006;driving
80;-64;999;driving
97;-67;973;driving
111;-64;992;driving
100;-44;972;driving
103;-33;960;driving
114;-41;980;driving
116;-44;983;driving
121;-29;994;driving
112;-24;999;driving
99;-49;981;driving
105;-50;967;driving
115;-22;986;driving
123;-29;1012;driving
123;-53;1020;driving
106;-43;1003;driving
90;-39;987;driving
98;-49;994;driving
110;-44;994;driving
108;-40;986;driving
109;-35;996;driving
104;-43;1000;driving
120;-47;991;driving
147;-25;984;driving
137;-18;992;driving
124;-36;1013;driving
112;-56;994;driving
108;-52;960;driving
127;-36;979;driving
116;-14;990;driving
107;-22;981;driving
125;-26;978;driving
117;-16;982;driving
102;-36;995;driving
96;-20;975;driving
109;-12;981;driving
112;-12;996;driving
96;-13;980;driving
107;-24;974;driving
124;3;965;driving
124;3;975;driving
124;-18;1005;driving
122;-8;1003;driving
119;-26;990;driving
112;-4;981;driving
103;5;962;driving
125;-33;987;driving
139;1;1013;driving
115;5;988;driving
120;-18;987;driving
133;9;990;driving
131;3;1006;driving
115;-15;1018;driving
122;0;977;driving
133;1;956;driving
122;0;971;driving
138;-8;997;driving
135;-10;1011;driving
133;6;981;driving
133;-15;1000;driving
99;-19;987;driving
114;7;945;driving
142;-3;984;driving
131;-2;985;driving
129;9;983;driving
122;4;991;driving
131;3;964;driving
149;21;968;driving
127;6;984;driving
118;-32;959;driving
131;-15;954;driving
129;-1;990;driving
123;-29;1007;driving
139;-20;1006;driving
140;-4;1007;driving
130;11;998;driving
134;-5;1001;driving
129;-22;1005;driving
123;23;981;driving
126;5;987;driving
125;-10;1016;driving
105;-7;982;driving
102;-22;954;driving
120;3;960;driving
131;15;956;driving
140;4;962;driving
134;-2;968;driving
127;-4;972;driving
131;-6;952;driving
138;-1;957;driving
129;12;961;driving
128;10;967;driving
151;-1;1006;driving
140;7;984;driving
108;17;966;driving
116;4;986;driving
123;-29;1001;driving
109;-7;958;driving
125;37;972;driving
134;23;1000;driving
124;7;954;driving
126;-5;973;driving
117;-21;960;driving
126;-6;968;driving
126;-5;982;driving
118;-18;967;driving
127;-1;987;driving
109;10;981;driving
106;1;973;driving
126;0;969;driving
130;11;989;driving
124;11;986;driving
120;-12;989;driving
131;-5;977;driving
149;15;950;driving
148;12;987;driving
136;23;976;driving
125;12;948;driving
134;8;973;driving
135;12;985;driving
133;22;983;driving
126;6;979;driving
120;-23;982;driving
129;-2;994;driving
122;-3;975;driving
143;11;973;driving
135;-10;985;driving
122;-18;987;driving
127;21;961;driving
133;6;972;driving
150;-17;1019;driving
125;-12;986;driving
134;16;980;driving
119;-10;969;driving
126;-20;968;driving
149;28;969;driving
128;23;952;driving
132;15;983;driving
135;19;976;driving
147;-2;972;driving
130;16;994;driving
142;-14;1006;driving
156;4;1012;driving
157;21;1010;driving
161;-13;990;driving
141;16;981;driving
159;0;985;driving
153;43;974;driving
164;17;1007;driving
149;-16;1011;driving
150;56;966;driving
178;31;1009;driving
152;18;1020;driving
166;32;977;driving
175;-14;989;driving
173;20;962;driving
139;31;1014;driving
144;-30;1029;driving
140;0;932;driving
117;17;948;driving
167;-26;1006;driving
138;4;989;driving
135;49;934;driving
176;10;994;driving
165;34;991;driving
178;3;1001;driving
156;12;1037;driving
149;87;953;driving
202;-7;1005;driving
164;29;1018;driving
152;63;935;driving
175;-9;979;driving
160;46;961;driving
163;8;979;driving
156;-11;1005;driving
173;101;921;driving
203;53;978;driving
192;41;969;driving
193;59;963;driving
179;29;966;driving
171;51;954;driving
153;15;952;driving
147;15;855;driving
205;67;874;driving
192;51;910;driving
221;51;916;driving
234;28;969;driving
208;97;987;driving
236;98;973;driving
208;-7;1014;driving
183;44;998;driving
215;34;936;driving
228;24;1023;driving
201;-6;1024;driving
203;-14;956;driving
203;49;968;driving
190;-5;1006;driving
165;-24;961;driving
145;32;861;driving
207;27;927;driving
222;40;957;driving
209;26;986;driving
194;6;949;driving
168;49;862;driving
200;56;963;driving
239;60;1053;driving
267;71;1019;driving
284;70;955;driving
303;64;1033;driving
283;29;990;driving
265;-8;899;driving
290;25;938;driving
304;58;935;driving
315;34;978;driving
325;34;947;driving
364;46;891;driving
386;38;950;driving
380;63;1005;driving
383;73;904;driving
414;75;896;driving
407;88;955;driving
345;76;861;driving
400;90;940;driving
457;61;900;driving
417;70;879;driving
435;94;936;driving
457;86;929;driving
422;86;967;driving
406;43;902;driving
404;82;963;driving
410;87;940;driving
411;38;926;driving
415;53;874;driving
410;59;806;driving
370;63;914;driving
412;73;936;driving
460;68;965;driving
402;92;915;driving
433;85;861;driving
428;43;935;driving
398;91;935;driving
424;106;912;driving
414;65;914;driving
452;76;882;driving
426;67;931;driving
415;105;968;driving
431;88;947;driving
432;56;939;driving
443;86;907;driving
441;92;888;driving
464;79;901;driving
466;35;910;driving
464;72;915;driving
460;81;881;driving
456;74;884;driving
445;70;918;driving
420;58;904;driving
416;88;894;driving
421;74;894;driving
420;75;905;driving
406;50;915;driving
397;50;900;driving
409;102;874;driving
404;79;889;driving
394;54;937;driving
392;69;947;driving
375;80;908;driving
373;81;887;driving
365;50;913;driving
323;50;867;driving
401;76;945;driving
370;20;1043;driving
253;28;1004;driving
339;93;1000;driving
324;36;951;driving
308;28;1072;driving
306;72;1086;driving
227;62;965;driving
290;45;1014;driving
309;39;1002;driving
216;68;991;driving
231;67;1017;driving
278;48;964;driving
283;67;990;driving
233;60;1004;driving
184;33;999;driving
194;25;947;driving
198;24;867;driving
181;51;938;driving
160;36;915;driving
256;-7;916;driving
370;84;984;driving
341;151;1075;driving
269;102;1233;driving
255;23;1121;driving
305;-18;1011;driving
343;61;1131;driving
297;79;1003;driving
286;21;989;driving
320;-13;1105;driving
264;-15;994;driving
237;64;950;driving
231;103;936;driving
155;70;966;driving
145;75;1010;driving
138;60;827;driving
141;78;846;driving
134;45;901;driving
97;5;827;driving
108;67;836;driving
122;76;778;driving
138;59;831;driving
110;8;819;driving
120;-8;791;driving
158;15;788;driving
144;15;770;driving
140;10;802;driving
172;2;733;driving
167;12;683;driving
162;21;674;driving
287;65;715;driving
333;88;1021;driving
277;85;1105;driving
298;105;1008;driving
308;97;1147;driving
272;73;1188;driving
247;58;1189;driving
272;55;1215;driving
323;76;1204;driving
320;45;1225;driving
296;50;1215;driving
325;91;1197;driving
377;53;1210;driving
381;54;1173;driving
344;100;1101;driving
357;112;1032;driving
376;68;991;driving
341;55;898;driving
305;59;843;driving
312;48;820;driving
303;47;730;driving
235;7;741;driving
183;2;727;driving
162;3;670;driving
154;-7;671;driving
143;10;709;driving
135;17;748;driving
139;19;710;driving
111;21;652;driving
94;41;674;driving
110;62;726;driving
123;50;709;driving
176;50;758;driving
203;53;874;driving
204;68;989;driving
245;91;1057;driving
272;63;1022;driving
315;57;1099;driving
280;44;1204;driving
247;58;1242;driving
265;48;1215;driving
277;27;1207;driving
284;59;1308;driving
221;32;1328;driving
200;31;1262;driving
227;39;1170;driving
236;52;1161;driving
228;51;1194;driving
219;36;1138;driving
231;54;1072;driving
225;34;1045;driving
204;28;1025;driving
196;41;979;driving
191;34;906;driving
179;34;888;driving
165;38;867;driving
163;25;836;driving
165;30;832;driving
164;57;812;driving
184;59;845;driving
184;49;856;driving
153;31;855;driving
97;17;893;driving
48;7;886;driving
33;13;875;driving
10;18;905;driving
-7;-1;937;driving
3;17;964;driving
28;18;959;driving
69;10;951;driving
92;29;997;driving
102;25;1025;driving
134;31;999;driving
146;19;1006;driving
136;-2;1057;driving
126;45;1066;driving
98;31;1043;driving
88;11;1064;driving
61;51;1060;driving
30;25;1030;driving
50;11;1044;driving
51;41;1034;driving
45;38;1024;driving
45;23;1035;driving
51;25;1018;driving
52;43;987;driving
52;35;979;driving
74;10;987;driving
71;24;980;driving
60;17;978;driving
63;-6;994;driving
47;1;984;driving
25;-2;965;driving
37;8;983;driving
35;16;994;driving
11;-7;992;driving
22;0;1000;driving
27;4;1009;driving
16;-3;1033;driving
33;3;1012;driving
38;29;1004;driving
16;36;1006;driving
19;17;978;driving
36;22;1009;driving
22;18;993;driving
5;38;979;driving
14;30;1014;driving
25;-9;1030;driving
28;-3;1044;driving
14;18;1005;driving
16;10;970;driving
43;-10;1015;driving
18;0;1013;driving
9;-4;1004;driving
28;2;1011;driving
18;5;990;driving
22;-3;992;driving
33;18;1010;driving
32;13;1015;driving
41;8;994;driving
34;23;998;driving
12;-2;997;driving
44;-11;904;driving
53;12;933;driving
11;13;1010;driving
3;5;937;driving
19;-2;958;driving
45;-7;1016;driving
25;-8;1005;driving
36;22;986;driving
60;21;994;driving
37;0;1011;driving
33;-9;984;driving
27;-31;987;driving
34;1;991;driving
28;4;972;driving
40;-1;1031;driving
44;-10;1051;driving
27;-22;1032;driving
36;11;1038;driving
35;10;1023;driving
51;-3;1058;driving
66;-2;1054;driving
49;11;1044;driving
43;-1;1033;driving
65;14;1015;driving
65;26;1026;driving
61;-1;1031;driving
62;16;1025;driving
28;5;963;driving
46;3;952;driving
54;23;993;driving
48;21;1001;driving
64;26;987;driving
45;26;954;driving
49;27;952;driving
54;30;997;driving
53;19;1015;driving
66;11;997;driving
52;33;984;driving
42;9;972;driving
65;1;979;driving
66;32;985;driving
62;-5;990;driving
62;-20;1017;driving
50;-20;1002;driving
60;-25;1005;driving
80;-18;1039;driving
77;-9;1022;driving
63;-13;1003;driving
50;-23;997;driving
47;12;984;driving
50;16;976;driving
50;27;959;driving
57;59;979;driving
62;42;973;driving
80;24;971;driving
88;32;994;driving
65;21;981;driving
74;-6;1011;driving
79;8;962;driving
62;31;938;driving
58;14;963;driving
47;0;957;driving
34;-12;951;driving
44;-9;913;driving
66;30;944;driving
72;16;973;driving
76;3;952;driving
84;12;956;driving
81;4;975;driving
101;-5;992;driving
126;15;992;driving
96;35;977;driving
78;-16;986;driving
92;-29;990;driving
79;7;948;driving
85;23;955;driving
87;36;995;driving
60;17;967;driving
80;5;953;driving
99;34;974;driving
94;18;977;driving
116;-14;1001;driving
123;33;995;driving
99;27;971;driving
122;9;1000;driving
151;40;1019;driving
136;0;1017;driving
143;-7;1015;driving
132;32;1007;driving
109;18;1004;driving
105;2;977;driving
115;16;969;driving
127;17;993;driving
124;-6;1024;driving
113;-2;1024;driving
88;31;945;driving
121;41;970;driving
132;6;1009;driving
131;41;997;driving
113;36;990;driving
98;-18;959;driving
153;15;986;driving
117;3;982;driving
125;35;966;driving
118;-3;954;driving
119;23;924;driving
129;46;949;driving
93;-1;963;driving
141;54;974;driving
121;-2;1002;driving
116;57;980;driving
143;40;1011;driving
136;-1;1001;driving
153;28;1007;driving
123;-4;1016;driving
115;53;951;driving
140;18;1005;driving
104;-11;1003;driving
127;51;969;driving
122;7;998;driving
115;66;958;driving
150;38;998;driving
99;-7;1005;driving
104;105;927;driving
139;-22;1003;driving
110;23;995;driving
122;72;963;driving
135;-48;1021;driving
126;63;962;driving
133;28;979;driving
105;-37;1018;driving
116;93;942;driving
148;-6;996;driving
116;3;997;driving
130;98;939;driving
167;-22;1014;driving
146;35;980;driving
160;51;966;driving
158;-31;1051;driving
121;80;972;driving
154;13;962;driving
144;-30;1024;driving
106;109;932;driving
149;-13;994;driving
131;-26;1051;driving
92;102;935;driving
129;-13;1001;driving
121;28;1021;driving
113;96;939;driving
138;-38;1016;driving
127;53;984;driving
121;38;945;driving
139;-44;1004;driving
148;105;968;driving
147;-13;1014;driving
128;-56;1001;driving
114;65;923;driving
137;-23;981;driving
147;-21;1023;driving
110;81;947;driving
131;28;949;driving
172;13;1007;driving
136;82;943;driving
159;6;986;driving
173;-29;1053;driving
108;87;931;driving
127;54;927;driving
154;-35;1030;driving
107;41;955;driving
128;53;914;driving
161;-11;1004;driving
108;15;978;driving
110;49;957;driving
150;12;998;driving
132;3;1009;driving
115;50;985;driving
145;13;972;driving
166;-37;1040;driving
112;44;974;driving
121;45;911;driving
171;-36;974;driving
140;-6;970;driving
113;82;915;driving
143;46;946;driving
170;-45;1023;driving
133;57;972;driving
136;85;947;driving
175;-10;1029;driving
153;-5;1027;driving
113;59;942;driving
132;47;909;driving
171;-37;976;driving
140;21;1006;driving
106;85;931;driving
153;-1;987;driving
172;-23;1061;driving
127;47;1005;driving
121;58;986;driving
142;-22;994;driving
156;-53;1014;driving
150;52;999;driving
135;21;955;driving
189;-87;1032;driving
184;-17;1050;driving
117;64;941;driving
136;10;970;driving
141;-52;1029;driving
114;1;961;driving
97;78;907;driving
114;75;942;driving
149;3;1018;driving
134;-2;1050;driving
111;87;975;driving
147;68;972;driving
187;-49;1092;driving
163;-42;1063;driving
121;51;936;driving
133;57;941;driving
178;-29;1049;driving
160;-13;1056;driving
136;61;962;driving
169;-14;992;driving
146;-45;1034;driving
112;52;928;driving
138;92;905;driving
174;17;976;driving
175;-46;1027;driving
128;29;973;driving
116;102;865;driving
162;36;946;driving
173;-24;1021;driving
134;19;981;driving
118;96;907;driving
150;74;931;driving
179;-14;1028;driving
162;-20;1042;driving
134;32;1009;driving
127;77;932;driving
155;51;957;driving
178;-5;1029;driving
153;-5;1028;driving
121;48;976;driving
118;84;934;driving
143;45;972;driving
175;-11;1013;driving
159;7;1022;driving
129;69;971;driving
131;80;950;driving
166;31;985;driving
190;-13;1012;driving
157;10;1009;driving
119;81;957;driving
131;83;945;driving
172;13;990;driving
175;-8;1029;driving
134;21;1006;driving
115;84;966;driving
118;100;944;driving
142;28;951;driving
178;1;1015;driving
152;6;1007;driving
123;39;942;driving
119;70;911;driving
122;59;926;driving
150;21;967;driving
161;-8;989;driving
150;37;985;driving
131;81;959;driving
131;79;952;driving
174;25;985;driving
183;-21;1039;driving
133;25;1005;driving
118;70;922;driving
149;52;943;driving
172;31;998;driving
170;5;1023;driving
155;6;1007;driving
141;65;960;driving
139;88;940;driving
159;50;964;driving
178;14;985;driving
168;1;993;driving
150;29;987;driving
137;77;937;driving
147;90;917;driving
171;51;941;driving
183;4;982;driving
178;-3;999;driving
155;30;957;driving
140;76;923;driving
154;88;909;driving
191;49;952;driving
202;20;994;driving
174;28;973;driving
166;54;924;driving
178;74;930;driving
180;49;952;driving
199;16;968;driving
207;16;1041;driving
173;22;907;driving
192;61;1045;driving
122;53;711;driving
-319;35;-25;jogging
-527;222;-21;jogging
-373;357;167;jogging
-110;392;326;jogging
-277;281;191;jogging
202;44;444;jogging
-433;-876;178;jogging
-2605;-2434;-1220;jogging
-2404;-2842;-1565;jogging
-1026;-1993;-767;jogging
-344;-1383;-344;jogging
-185;-1032;-354;jogging
111;-622;-282;jogging
375;-400;-159;jogging
569;-219;-285;jogging
920;-31;-502;jogging
585;-22;-410;jogging
426;-713;-421;jogging
-211;-2459;-1055;jogging
-1556;-3712;-1370;jogging
-1962;-3008;-1100;jogging
-1178;-1353;-498;jogging
-549;-358;164;jogging
-461;-91;252;jogging
-311;132;184;jogging
-521;309;119;jogging
-208;432;273;jogging
-123;437;364;jogging
-47;322;427;jogging
480;25;351;jogging
-1049;-1353;-515;jogging
-2701;-3022;-1172;jogging
-1867;-2909;-1044;jogging
-544;-1847;-434;jogging
-7;-1202;-147;jogging
149;-764;-193;jogging
239;-452;-241;jogging
361;-311;-249;jogging
457;-288;-237;jogging
615;-242;-565;jogging
367;-298;-612;jogging
376;-961;-694;jogging
178;-2198;-1046;jogging
-962;-3153;-930;jogging
-1375;-2823;-765;jogging
-816;-1541;-549;jogging
-434;-633;79;jogging
-263;-165;316;jogging
-252;191;161;jogging
-493;352;137;jogging
-220;454;317;jogging
-196;449;408;jogging
-166;257;321;jogging
187;-320;95;jogging
-1212;-1747;-630;jogging
-2283;-3082;-1099;jogging
-1510;-2826;-958;jogging
-380;-1782;-628;jogging
161;-1105;-321;jogging
245;-660;-226;jogging
396;-405;-180;jogging
394;-284;-177;jogging
635;-193;-389;jogging
564;-263;-501;jogging
110;-795;-378;jogging
71;-1827;-822;jogging
-341;-2875;-1052;jogging
-1252;-3078;-543;jogging
-1164;-2053;-310;jogging
-404;-795;21;jogging
-226;-208;221;jogging
-194;61;168;jogging
-399;268;153;jogging
-445;326;211;jogging
-126;376;277;jogging
-356;261;200;jogging
-41;-70;245;jogging
33;-854;-42;jogging
-1892;-2384;-673;jogging
-2430;-2991;-932;jogging
-931;-2151;-469;jogging
-233;-1505;-53;jogging
-164;-1197;-180;jogging
-113;-765;-246;jogging
127;-425;-207;jogging
370;-254;-236;jogging
784;-184;-352;jogging
673;-206;-420;jogging
324;-516;-277;jogging
358;-1523;-765;jogging
-419;-2895;-1351;jogging
-1363;-3345;-953;jogging
-1308;-2322;-696;jogging
-688;-950;-246;jogging
-395;-228;207;jogging
-264;95;142;jogging
-410;293;136;jogging
-472;364;236;jogging
-195;397;321;jogging
-323;293;173;jogging
102;-1;295;jogging
-177;-803;-74;jogging
-1862;-2326;-913;jogging
-2381;-3131;-782;jogging
-1261;-2435;-125;jogging
-312;-1552;57;jogging
-76;-1012;-81;jogging
219;-621;-126;jogging
280;-511;-127;jogging
334;-476;-237;jogging
642;-279;-626;jogging
503;-148;-538;jogging
391;-483;-251;jogging
334;-1660;-707;jogging
-597;-3151;-860;jogging
-1422;-3417;-718;jogging
-1265;-2179;-592;jogging
-628;-801;-82;jogging
-209;-102;244;jogging
-258;225;140;jogging
-436;429;120;jogging
-320;493;282;jogging
-85;465;382;jogging
-252;280;356;jogging
173;-146;208;jogging
-431;-1207;-253;jogging
-2291;-2674;-807;jogging
-2230;-3028;-826;jogging
-979;-2137;-430;jogging
-235;-1344;-156;jogging
-17;-793;-92;jogging
279;-409;-119;jogging
439;-333;-205;jogging
587;-409;-330;jogging
750;-383;-431;jogging
528;-393;-533;jogging
243;-1294;-797;jogging
-623;-2796;-1139;jogging
-1477;-3398;-1302;jogging
-1487;-2490;-1222;jogging
-941;-1107;-463;jogging
-466;-251;155;jogging
-320;123;30;jogging
-410;281;84;jogging
-635;320;221;jogging
-390;309;406;jogging
-254;324;298;jogging
-293;133;143;jogging
95;-402;345;jogging
-823;-1553;-298;jogging
-2363;-2704;-1517;jogging
-1724;-2506;-1523;jogging
-482;-1695;-571;jogging
-69;-1219;-157;jogging
45;-838;-236;jogging
148;-493;-173;jogging
349;-331;-55;jogging
528;-309;-207;jogging
606;-268;-366;jogging
404;-504;-362;jogging
116;-1498;-747;jogging
-530;-2689;-1211;jogging
-1141;-2978;-1245;jogging
-1007;-2156;-822;jogging
-548;-1072;-73;jogging
-222;-417;258;jogging
-139;-19;65;jogging
-359;235;45;jogging
-591;335;205;jogging
-154;405;291;jogging
-318;325;217;jogging
-168;46;319;jogging
182;-629;136;jogging
-1707;-2015;-804;jogging
-2564;-3002;-1104;jogging
-1348;-2480;-663;jogging
-377;-1593;-280;jogging
-38;-1029;-144;jogging
198;-563;-198;jogging
356;-370;-203;jogging
518;-308;-307;jogging
796;-243;-486;jogging
511;-281;-405;jogging
321;-938;-387;jogging
-117;-2162;-994;jogging
-1031;-3049;-1228;jogging
-1246;-2792;-994;jogging
-803;-1699;-599;jogging
-443;-787;113;jogging
-329;-234;130;jogging
-226;121;26;jogging
-501;312;61;jogging
-376;397;184;jogging
-142;421;283;jogging
-401;248;60;jogging
-6;-258;110;jogging
-403;-1373;-144;jogging
-2077;-2785;-896;jogging
-2007;-2860;-1089;jogging
-603;-1852;-474;jogging
1;-1197;-102;jogging
112;-812;-188;jogging
178;-482;-147;jogging
288;-333;-54;jogging
446;-323;-197;jogging
531;-351;-441;jogging
386;-459;-304;jogging
336;-1171;-508;jogging
-86;-2490;-996;jogging
-1220;-3293;-910;jogging
-1453;-2672;-541;jogging
-698;-1266;-20;jogging
-358;-391;281;jogging
-143;32;218;jogging
-237;318;52;jogging
-448;416;167;jogging
-216;472;309;jogging
-171;376;219;jogging
61;91;306;jogging
-248;-758;-45;jogging
-1884;-2312;-850;jogging
-2177;-3056;-901;jogging
-1164;-2454;-428;jogging
-474;-1553;-156;jogging
70;-854;1;jogging
195;-457;-53;jogging
234;-238;-153;jogging
374;-160;-214;jogging
758;-231;-400;jogging
566;-312;-439;jogging
257;-801;-381;jogging
247;-2036;-1009;jogging
-790;-3271;-1132;jogging
-1685;-3319;-437;jogging
-1168;-2031;-584;jogging
-446;-746;-226;jogging
-370;-185;269;jogging
-325;121;131;jogging
-476;353;79;jogging
-415;415;199;jogging
-109;395;418;jogging
-381;275;239;jogging
95;12;330;jogging
184;-698;184;jogging
-1821;-2231;-623;jogging
-2673;-3105;-1002;jogging
-1284;-2426;-669;jogging
-308;-1536;-217;jogging
30;-965;-30;jogging
295;-513;-12;jogging
422;-266;-79;jogging
617;-275;-207;jogging
784;-303;-466;jogging
555;-444;-474;jogging
162;-1216;-665;jogging
-315;-2422;-1091;jogging
-1085;-3085;-853;jogging
-1237;-2611;-691;jogging
-674;-1482;-423;jogging
-341;-659;179;jogging
-285;-227;275;jogging
-218;134;145;jogging
-439;323;169;jogging
-399;417;305;jogging
-109;436;372;jogging
-446;215;118;jogging
4;-352;70;jogging
-214;-1507;37;jogging
-1965;-2759;-697;jogging
-1969;-2746;-1204;jogging
-593;-1807;-603;jogging
-73;-1291;80;jogging
-156;-951;-48;jogging
28;-595;-136;jogging
230;-389;-129;jogging
588;-298;-302;jogging
761;-238;-567;jogging
467;-327;-492;jogging
367;-1079;-430;jogging
-27;-2289;-1158;jogging
-822;-3153;-1101;jogging
-1264;-2917;-711;jogging
-901;-1693;-446;jogging
-481;-595;152;jogging
