X (mg);Y (mg);Z (mg)
279;76;299
527;-482;345
555;-653;363
484;-590;312
201;-126;181
-617;2707;-151
-1211;3833;35
-590;1627;414
191;234;315
413;-615;356
560;-607;276
419;-541;255
263;-258;255
126;498;-22
-946;3315;-320
-1163;3363;138
-306;909;477
231;175;327
495;-106;276
402;-309;347
331;-290;350
410;-345;269
-168;714;49
-1066;3815;-343
-1201;2768;254
-169;764;362
269;-133;302
450;-554;330
482;-784;375
353;-438;292
261;-147;125
-729;2478;-402
-1616;3856;-239
-597;1195;360
180;28;394
499;-183;347
566;-183;344
314;-338;398
296;-330;292
263;-23;32
-815;2862;-448
-1463;3641;-63
-463;869;449
124;181;340
407;-169;309
453;-550;367
516;-505;316
444;-379;212
-375;1287;-170
-1510;3991;-454
-1079;2057;268
-45;491;374
301;-22;325
369;133;237
304;57;355
381;-186;395
364;-291;310
52;241;89
-894;3461;-411
-1549;3207;157
-395;812;398
254;33;328
505;-408;357
345;-354;394
394;-329;345
484;-210;273
-9;548;62
-1253;3590;-397
-1332;2771;205
-233;684;423
258;132;332
402;4;337
233;-100;463
346;-260;442
465;-510;301
268;-288;123
-542;2586;-454
-1501;3765;-9
-523;1248;498
129;296;342
440;-147;298
417;-608;409
383;-510;406
521;-391;250
4;451;-2
-1131;3620;-398
-1390;3214;175
-323;934;356
311;-81;267
635;-519;287
559;-763;401
303;-446;392
265;-102;281
92;317;60
-981;3061;-451
-1460;3593;-53
-409;991;445
242;-41;297
402;-175;245
450;-163;327
312;-171;429
416;-370;410
293;-188;193
-451;1969;-275
-1464;3995;-287
-749;1962;341
-13;547;358
346;-224;325
388;-458;352
263;119;371
178;-46;468
299;-200;438
264;-106;224
-569;2187;-238
-1447;3908;-227
-549;1235;483
150;208;422
449;72;340
386;-179;393
224;-26;427
361;-198;406
439;-383;316
8;532;-38
-1293;3605;-521
-1451;2994;188
-224;726;409
314;-158;356
459;-354;328
295;138;373
208;292;444
442;-330;465
188;-338;324
-384;1689;-129
-1497;3995;-237
-733;2104;349
56;319;351
555;-303;285
480;-377;384
254;193;427
244;197;457
384;-433;435
211;-148;185
-708;2393;-317
-1699;3902;-164
-610;1318;442
131;199;332
500;0;301
310;57;403
226;331;434
358;-42;481
434;-471;450
184;-302;278
-624;1808;-228
-1817;3990;-220
-866;1768;450
131;204;396
601;-279;352
460;2;407
141;386;514
143;405;527
183;-46;536
246;-216;407
234;183;182
-780;2014;-163
-1615;3928;-75
-664;1730;421
114;620;337
465;165;276
411;-184;426
285;-251;524
406;-314;478
384;-500;352
113;59;152
-936;2826;-251
-1625;3753;107
-411;1129;475
357;-63;361
622;-65;344
381;15;506
306;-110;547
362;-626;520
203;-504;265
-550;1545;-197
-1551;3992;-183
-923;2438;353
69;513;382
595;-140;311
564;-131;468
79;96;633
-66;489;611
-23;357;600
348;-436;517
212;-743;339
-437;1078;-129
-1327;3970;-112
-1042;2599;504
41;826;436
470;243;340
316;40;453
212;80;534
149;187;539
162;-114;471
297;-569;360
-56;-30;142
-1045;3046;-204
-1388;3615;182
-184;962;527
318;349;338
498;430;352
126;373;518
-56;672;529
56;328;487
385;-686;486
139;-795;394
-438;1358;-63
-1563;3936;10
-758;2339;398
194;335;399
541;45;358
361;117;440
170;82;508
242;-73;513
243;-469;382
-49;215;156
-485;1931;-75
-1243;3892;-72
-637;2202;308
-166;1234;227
230;695;212
331;107;376
416;-464;522
443;-757;522
320;-695;335
-263;709;57
-693;2846;-58
-979;3360;136
-264;1627;320
326;436;331
601;-168;438
551;-518;521
392;-507;470
-74;414;207
-772;2405;-62
-1127;3369;89
-480;1667;337
161;682;267
499;-56;370
510;-531;518
489;-587;567
231;-442;391
-339;1010;28
-970;3297;-165
-972;2928;229
-212;1293;336
186;701;251
360;191;341
440;-349;497
422;-430;561
79;-13;370
-613;1678;147
-879;2494;182
-719;2276;263
-284;1463;284
364;129;356
607;-665;513
447;-523;550
-77;487;342
-477;1598;250
-950;2398;213
-452;1855;362
103;652;416
449;-183;451
650;-577;455
46;-36;307
-1086;2932;-99
-1148;3170;188
-334;907;386
412;-197;384
665;-703;444
470;-665;424
-12;47;274
-772;2374;-15
-1256;3713;81
-393;1817;245
375;239;260
592;-755;444
496;-745;533
237;-564;476
-409;1079;108
-1075;3561;-20
-798;2616;271
50;814;351
446;-267;412
556;-548;437
282;-620;457
-310;705;228
-872;3123;40
-843;2634;336
-149;901;397
270;83;384
407;-250;405
377;-598;438
55;-51;300
-671;2623;-64
-1052;3434;162
-357;1300;422
140;349;341
462;-2;361
409;-438;491
348;-529;507
-177;412;241
-986;3349;-92
-999;2813;294
-123;606;472
350;-263;478
479;-174;463
320;-434;493
190;-253;381
-474;1604;-33
-1170;3907;-119
-663;1941;322
135;134;415
516;-684;453
508;-505;421
103;-123;340
-686;2384;-63
-1178;3508;78
-457;1445;405
270;-20;407
547;-756;471
448;-797;453
66;-401;379
-545;1565;-4
-1213;3464;-30
-880;2355;346
-35;810;364
489;-187;375
-331;-863;-3589
121;-434;-902
-377;-216;621
-453;-227;1150
-339;-199;1109
-243;-114;728
201;63;-406
-26;-439;-3712
-241;-857;-3452
95;-399;-570
-283;-287;676
-417;-215;1233
-326;-226;998
26;-201;-507
-36;-704;-3689
-140;-709;-2925
6;-294;253
-309;-281;1180
-367;-154;1575
-256;-88;1033
-21;136;-231
272;-45;-3326
-378;-867;-3662
203;-541;-848
-321;-321;331
-332;-238;1233
-205;-234;1275
-155;-153;817
92;51;-436
-28;-286;-3620
-455;-802;-3391
-5;-338;-279
-244;-398;953
-257;-340;1215
-205;-236;1116
-5;-80;25
169;-61;-2816
-675;-773;-3785
180;-392;-877
-105;-337;775
-230;-281;1146
-187;-214;1006
-209;-42;733
25;16;-568
-101;-391;-3637
-410;-641;-3255
152;-530;-697
-194;-339;450
-223;-286;980
-281;-246;967
-255;-115;871
-174;-32;-456
-80;-382;-3440
-416;-728;-3326
171;-605;-810
-202;-329;375
-198;-207;1327
-250;-176;1192
-365;-128;612
-233;-46;-165
364;-583;-3090
-428;-891;-3576
233;-364;7
-106;-425;814
-421;-190;1052
-294;-43;1067
-182;-13;477
-41;-229;-1945
-601;-1102;-3995
158;-554;-1401
-121;-395;443
-184;-320;1030
-48;-297;1154
-119;-160;698
-262;-38;-28
-170;-283;-2917
-673;-783;-3842
153;-526;-1336
-25;-332;185
-84;-242;1380
-165;-211;1278
-321;-109;827
-281;0;294
-174;60;-2430
-840;-631;-3967
216;-405;-1341
128;-420;420
-118;-310;1105
-301;-210;1012
-455;-139;579
-127;26;-285
-338;-407;-3605
-432;-412;-3169
216;-393;5
-134;-380;750
-149;-293;1182
-162;-206;1019
-153;-45;630
-217;133;-1072
-555;-456;-3913
-165;-463;-2839
165;-451;-437
-81;-346;526
-262;-222;1330
-305;-199;1113
-245;-103;665
-340;0;-1005
-543;-670;-3882
-38;-564;-2420
169;-513;-169
-177;-257;938
-165;-183;1504
-194;-75;1206
-334;130;471
-97;29;-1824
-286;-694;-3995
161;-513;-2290
115;-379;211
-27;-278;1169
-180;-162;1410
-245;-52;1008
-247;10;-151
-95;-386;-3017
-161;-924;-3719
351;-636;-1010
-86;-312;756
-151;-283;1401
-224;-177;1093
-441;-12;480
-175;-121;-765
-83;-545;-3859
236;-708;-2718
134;-600;-462
-137;-395;693
-237;-314;1176
-252;-192;1108
-318;24;421
10;64;-2705
-81;-472;-3809
177;-432;-1333
-142;-421;508
-257;-426;973
-213;-313;980
-227;-146;604
-23;94;-807
-113;-75;-3927
120;-354;-2852
180;-371;-597
-232;-353;1011
-246;-402;1256
-250;-276;967
-357;-97;267
151;145;-1648
-312;-368;-3992
245;-307;-1757
-64;-339;207
-306;-354;1250
-264;-345;1299
-259;-191;773
-197;14;-80
-26;92;-3248
-346;-324;-3691
334;-483;-1022
2;-429;277
-185;-399;1136
-211;-381;1263
-347;-191;451
-161;-26;-1099
-104;-247;-3944
189;-402;-2610
72;-369;-82
-123;-445;1051
-132;-488;1414
-272;-302;860
-228;-157;357
-87;231;-2585
-669;-164;-3844
377;-526;-1416
-32;-408;238
-182;-417;1323
-282;-404;1284
-249;-268;654
-126;50;-375
-453;-27;-3829
90;-402;-3000
219;-438;-603
-145;-380;748
-105;-495;1291
-187;-411;1076
-285;-227;520
-77;40;-1560
-678;-175;-3995
185;-456;-1980
19;-465;153
-130;-464;1062
-157;-480;1168
-130;-377;1044
-225;-173;303
-339;58;-2934
-667;-302;-3848
284;-400;-962
103;-476;691
-14;-431;1309
-40;-340;1251
-27;-155;842
-457;57;-1913
-863;-233;-3920
45;-612;-2035
-124;-575;-660
-142;-483;483
-253;-436;1214
-115;-434;1107
-54;-167;600
-318;109;-2404
-774;-137;-3969
243;-440;-1377
3;-510;226
1;-487;1131
-5;-423;1127
-201;-260;713
-219;-80;-171
-567;-56;-3485
-453;-316;-3232
192;-569;-578
-81;-487;631
-178;-487;1100
-159;-362;1264
-79;-213;229
-583;-370;-3533
113;-631;-3009
156;-581;-498
-235;-371;1100
-102;-383;1543
-219;-216;1157
-194;-38;858
277;101;-1144
-395;-171;-3993
247;-463;-2346
123;-619;99
-189;-487;862
-365;-292;1511
-154;-160;1004
-192;-148;-2112
-185;-450;-3918
354;-479;-1094
-69;-520;882
-132;-444;1316
-59;-307;1382
-7;-71;261
-159;-194;-3320
224;-537;-3489
194;-549;-731
-213;-377;878
-188;-391;1419
-215;-327;1249
-201;-176;873
-77;0;-289
-176;-120;-3710
177;-462;-3277
403;-607;-898
-169;-358;398
-288;-330;1238
-335;-304;1244
-283;-221;873
-181;-261;-376
-6;-493;-3788
219;-421;-2845
146;-439;343
-81;-405;1422
-225;-282;1623
-284;-128;981
-400;-63;14
46;-450;-2968
176;-723;-3796
300;-487;-684
79;-350;1050
-165;-222;1728
-143;-150;1347
-470;-170;291
-217;-601;-1614
17;-848;-3664
294;-760;-3327
186;-395;-62
-130;-323;1518
-164;-259;2130
-214;-112;1096
-472;-4;416
165;-464;-1961
-272;-686;-3969
573;-548;-1250
-31;-369;1030
-148;-310;1642
-165;-243;1342
-411;-147;780
-125;-262;-334
-474;-536;-3854
228;-507;-2637
243;-436;170
-323;-312;1467
-236;-318;1356
-251;-230;1029
-320;-47;918
12;-199;-864
-331;-485;-3991
311;-615;-2350
30;-550;432
-368;-405;1433
-229;-312;1260
-254;-127;1186
-190;6;-30
-531;-314;-3821
387;-570;-3122
246;-496;-236
-210;-303;1199
-168;-312;1443
-262;-212;1207
-354;-23;855
-185;-121;-803
-205;-391;-3955
265;-592;-2611
252;-621;-436
-144;-391;865
-356;-314;1279
-470;-134;1538
-58;-223;356
-631;-236;-3823
454;-487;-2721
354;-605;189
-102;-406;1330
-179;-329;1526
-262;-166;1223
-324;64;681
-233;-129;-2480
-82;-646;-3981
697;-590;-1434
-5;-426;807
-284;-366;1423
-428;-209;1489
-412;-47;1257
-232;-113;-1135
-138;-497;-3995
1480;-695;-1572
304;-646;561
-382;-424;916
-444;-367;974
-567;-271;742
-442;-29;866
366;473;-1040
163;-477;-3995
1227;-484;-1410
-43;-591;216
-570;-413;702
-600;-318;989
-485;-183;900
-124;-37;-220
196;-346;-3770
1008;-580;-2743
172;-465;-147
-531;-248;1105
-325;-280;1400
-275;-219;1247
-269;-56;753
-124;-54;-1859
27;-631;-3975
755;-796;-1747
18;-405;130
-177;-318;1310
-183;-315;1516
-324;-154;1236
-389;0;406
-478;-103;-3027
48;-606;-3402
496;-739;-504
-93;-506;679
-208;-434;1181
-386;-330;1072
-331;-160;919
-293;103;-1402
-675;-266;-3995
529;-460;-1719
55;-475;211
-81;-365;1222
-108;-341;1459
-280;-202;1281
-331;46;465
-540;77;-3194
35;-460;-3536
520;-665;-551
65;-511;918
-82;-426;1390
-169;-240;1309
-373;10;869
-735;77;-2026
-455;-339;-3992
573;-587;-1687
296;-566;221
-39;-461;1021
-233;-363;1048
-396;-152;1303
-343;47;758
-701;-22;-2686
-548;-456;-3808
422;-595;-739
-24;-493;1102
-119;-419;1501
-161;-222;1203
-335;-14;542
-461;-109;-1528
-849;-382;-3995
409;-506;-1741
142;-470;502
-66;-393;1306
-81;-281;1441
-134;-65;1222
-303;-38;-258
-865;-355;-3747
-34;-508;-2878
134;-575;107
-161;-423;1155
-100;-317;1625
-91;-130;1259
-368;-82;-270
-732;-439;-3828
17;-598;-2848
72;-549;-69
-182;-412;988
-159;-349;1383
-197;-183;1175
-191;-80;488
-507;-200;-2754
-531;-490;-3744
469;-751;-838
-68;-542;426
-133;-392;1341
-169;-187;1657
-284;-157;57
-872;-449;-3826
359;-797;-2858
208;-586;-287
-157;-317;1072
-123;-230;1916
-96;-58;1540
-382;-10;-641
-595;-451;-3954
549;-915;-2829
261;-672;-209
-245;-406;1056
-359;-285;1586
-287;-130;1310
-192;-95;-173
-408;-501;-3740
447;-784;-3017
263;-582;-77
-310;-311;1181
-380;-183;1745
-215;-138;1391
-87;-145;-152
-341;-439;-3883
645;-842;-2906
243;-622;0
-317;-325;1030
-280;-196;1817
-10;-122;1792
-67;-22;-1339
-279;-468;-3995
1175;-920;-1828
78;-587;379
-356;-320;1275
-364;-169;1943
-161;-37;1463
-87;46;-1511
-43;-384;-3995
1401;-884;-1566
86;-582;199
-342;-319;1092
-387;-142;1952
27;-77;2075
-222;196;-1630
80;-446;-3976
1051;-1032;-1277
-182;-470;368
-241;-329;1271
-347;-219;1400
-386;-76;1317
-143;-60;-188
-65;-372;-3743
641;-788;-2817
219;-681;28
-237;-446;865
-316;-359;1215
-362;-259;932
-311;-162;355
218;-421;-2781
584;-815;-3595
484;-670;-837
-191;-402;592
-378;-405;1332
-418;-272;1596
-61;-93;994
30;-60;-2204
-34;-543;-3893
442;-768;-1504
-175;-471;300
-363;-348;1355
-302;-248;1631
-278;-179;389
-423;-455;-3570
309;-804;-3049
242;-715;-160
-120;-473;1115
-47;-319;1835
-56;-121;1131
-317;-51;-1129
-201;-545;-3995
614;-906;-1750
52;-704;245
-198;-502;1066
-295;-302;1255
-360;-139;588
-370;-243;-1885
23;-730;-3926
535;-845;-1631
-1;-458;193
-167;-406;1230
-374;-270;1467
-350;-131;1043
-178;-136;-446
15;-450;-3873
550;-781;-2660
292;-636;116
-374;-331;1386
-314;-262;2144
-170;-81;756
-385;-140;-3104
473;-745;-3690
481;-789;-947
-105;-443;701
-137;-394;1489
-239;-174;1803
15;17;847
55;0;-2937
225;-586;-3872
547;-744;-1328
-194;-371;168
-515;-220;1470
-398;-198;1988
37;-3;520
-158;-78;-3646
343;-579;-3373
388;-703;-795
-127;-455;729
-148;-411;1188
-278;-293;923
-205;-206;599
142;-42;-829
-68;-250;-3910
177;-466;-2611
77;-522;-223
-293;-365;668
-417;-289;1185
-240;-236;1212
81;-136;-885
-235;-295;-3961
318;-555;-2377
99;-548;52
-301;-395;858
-378;-334;1190
-232;-192;966
-64;-37;-538
32;-175;-3654
336;-665;-3642
431;-657;-1635
7;-393;314
-317;-294;1509
-54;-251;2321
57;75;244
-510;-128;-3858
459;-619;-3007
326;-640;66
18;-441;962
-41;-318;1493
-32;-163;1076
-87;-33;-147
-169;-222;-3458
-8;-555;-3334
244;-682;-643
-178;-426;548
-311;-298;1241
-134;-208;1574
5;-93;-93
-559;-269;-3847
337;-615;-2986
292;-610;-254
-157;-365;780
-198;-245;1636
-45;-129;1640
11;50;-18
-390;-120;-3713
357;-619;-3031
412;-713;-328
-152;-369;650
-345;-241;1130
-457;-144;1164
-164;-128;655
-263;-264;-2842
-10;-656;-3833
656;-767;-802
-89;-444;687
-321;-320;1415
-333;-119;1685
-25;-34;434
-346;-237;-3530
575;-735;-3251
562;-859;-686
-213;-460;761
-284;-368;1481
-276;-195;1276
-122;-55;333
-220;-139;-2827
110;-643;-3895
457;-660;-472
-136;-445;673
-302;-257;1424
-222;-34;1540
-168;74;179
-388;-249;-3416
291;-754;-3688
493;-714;-402
-154;-369;851
-181;-278;1609
-266;-108;1305
-213;-38;240
-331;-287;-2991
341;-771;-3814
506;-738;-696
-64;-421;587
-213;-250;1360
-296;-83;1539
-221;-48;312
-57;-412;-3435
498;-898;-3552
349;-649;-387
-96;-305;911
-336;-123;1819
-292;30;1439
-485;-13;-302
501;-640;-3637
703;-1003;-3176
206;-511;-445
-277;-200;674
-434;-125;1311
-421;-73;1301
-276;-7;700
-33;-99;-1720
-49;-710;-3995
311;-532;-2007
92;-399;547
-252;-292;1104
-286;-116;1517
-183;-101;912
-194;-230;-2343
-341;-584;-3853
255;-637;-1305
0;-472;594
-102;-357;1174
-80;-145;1330
-161;-62;227
-91;-387;-2909
55;-780;-3855
408;-603;-889
-169;-280;627
-424;-164;1393
-363;-110;1402
-167;-40;850
-161;-51;-1216
34;-549;-3986
466;-587;-2337
155;-462;287
-195;-348;1048
-347;-239;1266
-219;-172;1005
-116;-97;137
93;-213;-3218
-17;-511;-3582
330;-597;-667
-62;-424;610
-175;-366;1119
-315;-198;1200
-133;-73;679
-193;27;-2278
-221;-399;-3975
384;-447;-937
78;-495;601
-122;-392;1138
-250;-206;1221
-133;-32;728
-242;-57;-2637
-188;-421;-3829
376;-631;-916
-39;-453;368
-141;-391;1056
-203;-239;1233
-65;-70;608
-109;54;-2235
-180;-451;-3948
308;-447;-1121
34;-498;601
-242;-391;1124
-265;-171;1434
77;5;86
-282;-97;-3638
141;-438;-2981
235;-637;-400
-144;-458;748
-289;-277;1483
-39;-110;1183
-66;-26;-1961
0;-396;-3992
620;-688;-1683
92;-513;34
-206;-384;1002
-336;-244;1446
-133;-79;1072
-222;-32;-1860
123;-512;-3993
418;-686;-1513
-17;-543;295
-130;-488;965
-269;-317;1023
-352;-75;911
-28;32;-930
-233;-214;-3946
108;-494;-2519
157;-607;-662
-161;-398;364
-232;-379;974
-333;-241;1438
-54;-93;747
-166;-12;-3096
-241;-377;-3794
321;-517;-675
-83;-495;658
-270;-365;1534
-58;-158;1355
-130;-17;-1341
-386;-291;-3995
287;-608;-2159
65;-554;141
-108;-453;1000
-122;-306;1754
-2;-13;1010
-332;136;-2184
-90;-389;-3995
386;-704;-1731
157;-605;-504
-146;-373;372
-328;-329;1225
-191;-263;1670
-289;-67;-44
-209;-217;-3573
325;-723;-3282
345;-660;-663
-83;-394;713
-184;-353;1294
-244;-171;1478
-97;8;469
-244;-133;-3177
-56;-667;-3747
265;-689;-899
-274;-405;594
-269;-388;1282
-242;-234;1250
-249;-39;665
-135;-11;-1542
-223;-446;-3995
563;-610;-2041
122;-524;152
-154;-400;1090
-222;-256;1642
-95;-78;1128
-260;20;-1406
-159;-431;-3995
547;-723;-2199
116;-525;23
-124;-407;990
-218;-294;1234
-191;-82;1359
-183;-12;-1276
-459;-385;-3995
553;-729;-1825
-22;-553;259
-294;-377;1239
-202;-295;1432
-114;-101;931
-43;5;-1114
-44;-328;-3965
407;-654;-2561
42;-444;-324
-431;-299;920
-430;-255;1240
-457;-162;1244
-57;-89;-171
-231;-189;-3917
243;-582;-2835
164;-540;-390
-117;-416;875
-141;-378;1105
-242;-246;1048
-189;-84;377
-175;-59;-2953
-413;-345;-3586
259;-546;-761
-70;-524;606
-101;-473;985
-202;-274;1059
-159;-30;586
-303;27;-2616
-349;-333;-3875
361;-576;-1473
64;-525;-201
-146;-428;575
-241;-365;716
-411;-237;906
-154;-127;353
-153;-66;-3111
-187;-352;-3617
321;-497;-755
14;-476;490
-172;-414;1010
-261;-238;1219
-127;28;552
-285;18;-2921
-57;-450;-3716
510;-649;-1162
38;-509;147
-84;-462;865
-227;-310;1109
-288;-101;839
6;59;-1176
-328;-157;-3987
353;-404;-2090
181;-591;-214
-133;-429;567
-263;-352;961
-304;-147;989
-65;-59;-775
-209;-264;-3905
420;-446;-2372
282;-588;-141
-97;-461;626
-137;-384;1032
-264;-153;1125
92;96;-201
-101;-13;-3778
265;-432;-3059
379;-651;-529
-139;-410;464
-282;-368;979
-349;-266;934
-308;-134;545
-98;-113;-1790
-317;-310;-3995
399;-488;-1995
203;-515;-19
-42;-437;713
-177;-348;999
-252;-202;981
-118;-100;-468
-394;-144;-3716
-4;-459;-3016
282;-578;-380
-70;-476;707
-228;-368;1259
-213;-172;1182
-101;3;-267
-529;-65;-3697
61;-503;-3109
340;-632;-62
-24;-500;813
-165;-325;1539
-95;-183;600
-485;-189;-3303
-35;-505;-3405
205;-459;85
-73;-400;1300
-59;-292;1805
-131;-103;744
-303;-125;-2343
-281;-622;-3827
303;-667;-981
-64;-509;850
-114;-442;1466
-227;-235;1066
-186;-35;573
-209;91;-1952
-726;-315;-3995
269;-512;-2118
52;-443;57
-174;-341;1157
-291;-280;1622
-250;-135;1330
-10;56;-425
-612;-28;-3914
148;-437;-3343
319;-494;24
-25;-415;1041
-235;-277;1590
-194;-87;1381
-157;-5;-434
-240;-309;-3810
555;-730;-3051
291;-690;37
-304;-392;697
-362;-295;1156
-335;-118;1260
-257;20;319
-59;44;-2305
246;-568;-3995
682;-666;-1840
95;-421;-37
-300;-264;776
-423;-237;1305
-282;-242;1109
-247;-176;-352
-97;-436;-3630
248;-676;-3146
212;-551;-80
-183;-422;912
-228;-355;1303
-257;-160;1174
-221;22;407
-55;-101;-2928
-44;-558;-3882
472;-677;-1389
-49;-404;36
-208;-353;1072
-328;-274;1556
-287;-160;956
-359;-231;-2033
-158;-633;-3931
403;-728;-1345
-105;-500;597
-133;-421;1332
-11;-289;1212
-224;-109;340
-14;-227;-2331
-170;-643;-3930
245;-631;-1236
-194;-452;183
-374;-292;1333
-343;-183;1423
-268;-76;768
-64;-62;-586
-111;-331;-3863
133;-513;-3014
66;-478;424
-192;-413;1176
-254;-205;1614
-236;-74;853
-115;-6;-1049
-93;-423;-3992
347;-502;-2455
95;-482;305
-268;-334;1248
-291;-188;1564
-244;-2;1162
-183;58;-178
51;-300;-3652
190;-606;-3388
185;-522;-310
-222;-323;677
-282;-251;1303
-317;-168;1211
-211;1;1094
-106;76;-659
-231;-213;-3896
262;-451;-3195
309;-488;-398
-135;-257;745
-333;-186;1595
-319;-110;1614
-227;-91;365
-257;-318;-3195
127;-639;-3572
372;-590;-29
-134;-432;1083
-210;-291;1597
-144;-110;1165
-258;1;198
-121;-196;-2582
-279;-622;-3912
348;-738;-1363
-70;-473;227
-298;-335;1200
-278;-189;1773
-210;-87;757
-481;-243;-3032
-86;-570;-3602
506;-739;-707
-7;-453;716
195;-472;282
1719;171;51
2631;-916;-248
712;-330;48
1328;-320;-101
2638;576;-68
2564;1069;972
1339;243;1077
294;529;133
-158;1045;130
68;625;63
838;149;103
3147;-663;204
3512;-30;232
2508;1197;307
1408;277;-262
-1162;-1588;-556
-1332;-963;-734
-382;-847;-172
1372;192;530
3013;-145;666
575;-499;-1025
246;-989;71
2488;189;12
2834;1177;209
1496;785;673
1416;-485;771
483;642;262
-100;759;-96
-184;700;395
729;182;3
2902;26;239
3633;245;336
2592;993;349
1190;379;-59
-852;-1346;-194
-857;-762;-613
-262;-689;-479
605;-76;398
1339;509;-444
1392;-1134;352
1665;-353;119
836;579;-107
3237;885;131
1709;285;655
1478;-919;698
295;419;335
-607;1588;-2
153;858;366
1262;-40;130
3480;-915;-29
2925;138;87
2098;1029;397
1163;202;-27
-681;-925;-381
-1275;-592;-428
-225;-599;-199
1090;127;529
1301;71;530
2062;-370;-257
584;-410;-339
2060;-74;71
2493;780;-3
1850;232;834
1140;7;597
213;1087;210
-427;856;204
278;-26;339
1218;-273;118
3625;-157;316
2959;886;299
1972;882;266
659;47;-388
-973;-1280;-386
-978;-646;-785
15;-581;204
1227;273;28
1230;-1168;1007
2178;-641;-141
915;622;-335
2738;1417;-132
2064;749;324
1916;-962;851
562;175;106
-263;1153;95
-430;1185;570
799;-79;33
3334;-206;335
3733;-104;63
2465;1258;366
1578;319;-71
-545;-1355;-983
-1498;-848;-643
-481;-680;-414
787;-504;341
1834;335;356
943;-458;788
1877;-371;-763
140;-858;-168
2886;556;48
2523;1795;388
1539;-140;1063
1098;-141;466
214;1169;277
-612;1040;347
360;339;116
1955;381;245
3936;-509;-427
3114;666;431
1732;1018;153
-47;-742;-577
-1311;-1480;-581
-737;-1101;-849
508;-572;427
2027;593;-502
708;-361;1188
2115;-867;-527
588;268;-301
3001;1410;-264
2100;800;481
1907;-950;904
454;689;230
-201;1354;233
-197;852;508
773;22;154
3082;272;328
3696;-197;-195
2629;599;384
1092;447;-137
-1095;-1580;-803
-1211;-1042;-753
-200;-954;-260
1402;35;385
1551;751;-515
1587;-1131;-24
1022;-1020;221
1747;433;76
3510;1938;-256
1711;345;881
1215;-231;501
75;1049;255
-672;1210;372
457;283;338
2103;193;246
3935;-234;-314
3194;866;233
2233;773;0
-312;-1319;-1007
-1525;-1244;-809
-940;-693;-799
365;-618;435
2541;40;34
710;-769;748
1591;-513;-414
962;-321;-370
2676;961;-274
2696;2258;399
1560;-514;786
1004;-434;121
-237;1291;248
-437;1275;449
566;554;85
2451;395;341
3859;-482;-675
2850;928;491
1827;632;29
-420;-1316;-716
-1331;-1455;-732
-372;-983;-423
574;-214;358
1783;649;-837
1442;-833;740
1873;-665;-43
1083;553;-393
3333;1723;-484
2044;-71;950
975;-235;477
-231;886;49
-549;1445;548
193;674;371
1243;261;22
3645;94;-108
3659;176;109
2348;1019;172
743;-196;-773
-1646;-2286;-1272
-1065;-1047;-312
54;-399;318
1914;507;236
1026;650;-618
1007;-845;275
1521;-1308;-39
1421;-116;-205
3647;1766;-621
2364;595;1265
1348;-426;423
-303;1344;360
-778;1676;631
385;248;126
2103;421;341
3908;-375;-624
2867;809;239
2198;1028;190
-13;-1480;-1089
-1544;-1724;-999
-554;-686;-326
321;-283;493
2096;245;-616
1124;-1317;1236
2111;-192;-349
1574;682;-406
2610;1276;-723
2226;948;923
1594;-189;713
-248;642;61
-238;1586;485
163;502;109
441;-35;-8
2207;394;305
3896;164;-812
2956;1166;533
1964;1007;-3
-543;-1671;-1009
-1393;-1738;-696
-347;-994;-459
696;8;415
2002;869;-908
632;-731;1861
2125;-534;-580
987;-619;-719
3201;1350;-458
2588;1045;789
1897;-297;714
19;787;80
-620;2015;415
-103;637;233
825;236;80
2822;565;180
3738;-85;-570
2607;603;201
1499;777;17
-735;-1798;-1030
-1433;-1512;-874
-328;-1148;-141
1163;258;461
2057;814;-409
2504;-758;393
442;-816;-499
1902;-593;-282
3491;1909;-445
1606;1493;1110
1346;-473;626
73;934;259
-695;1687;368
421;265;186
1821;519;206
3855;-3;-536
3317;290;121
2508;950;238
140;-1257;-972
-1721;-1733;-857
-971;-875;-473
210;-90;336
1877;853;-266
1735;-748;1372
1621;-337;-823
585;-852;-318
2610;209;-249
3154;1986;-299
1474;738;1226
1031;-402;476
-61;1080;111
-565;1542;419
141;497;199
1031;358;-30
3378;325;-156
3340;-194;-351
2490;963;199
1311;512;-49
-896;-1773;-795
-1374;-1475;-488
-302;-946;-125
1330;585;413
1723;1250;-833
1035;-806;823
1817;-972;-286
1099;-706;-363
3172;1197;-492
1967;1614;542
1464;-30;783
513;352;296
-407;1573;267
-203;719;607
814;-326;-28
2985;355;109
3323;134;-381
2456;1381;315
1936;906;-145
-499;-1899;-1276
-1644;-1529;-744
-394;-804;-107
1006;279;537
1896;1013;-567
715;-908;869
2043;-935;-108
1575;27;-324
2836;1254;-766
1949;883;654
1589;11;764
265;581;111
-792;2043;274
84;865;577
1040;91;-60
3494;149;63
3364;-125;-382
2463;1103;248
1417;353;-244
-1096;-2082;-1310
-1573;-1463;-584
-186;-645;322
1622;735;66
1346;977;-574
221;-1087;686
2654;-811;211
1036;-339;-1022
3248;1518;-614
2249;97;818
2019;62;715
15;1183;73
-1060;2113;275
-47;806;261
1062;219;-37
3343;240;-39
3480;-214;-352
2666;1057;277
1585;421;-43
-891;-1752;-912
-1384;-1286;-477
-528;-982;-136
952;138;330
